Names of Unit,Dacoity,Robbery,Murder,Speedy Trial,Riot,Woman & Child Repression,Kidnapping,Police Assault,Burglary,Theft,Other Cases,RC Arms Act,RC Explosive Act,RC Narcotics,RC Smuggling,Date
Rangpur Range,0.0,5.0,20,2,0.0,184.0,4,1,8,57.0,839.0,0.0,0,465.0,5.0,Jun-24
Ralway Range,0.0,0.0,3,1,0.0,1.0,0,0,0,16.0,16.0,0.0,0,12.0,0.0,Jun-24
DMP,3.0,15.0,59,16,46.0,109.0,1,44,32,134.0,510.0,7.0,26,415.0,8.0,Jul-24
CMP,1.0,9.0,10,2,5.0,35.0,2,2,11,27.0,114.0,1.0,2,109.0,0.0,Jul-24
KMP,0.0,2.0,4,1,0.0,14.0,0,1,5,12.0,35.0,1.0,1,119.0,0.0,Jul-24
RMP,1.0,1.0,3,1,1.0,19.0,2,2,3,18.0,41.0,2.0,5,98.0,1.0,Jul-24
BMP,0.0,0.0,2,1,0.0,19.0,0,5,5,8.0,49.0,0.0,2,55.0,0.0,Jul-24
SMP,1.0,0.0,3,6,0.0,16.0,0,8,6,7.0,49.0,0.0,1,36.0,20.0,Jul-24
RPMP,0.0,0.0,2,0,0.0,5.0,2,0,0,8.0,60.0,0.0,0,32.0,0.0,Jul-24
GMP,0.0,4.0,7,0,0.0,33.0,2,9,3,13.0,107.0,1.0,5,71.0,1.0,Jul-24
Dhaka Range,13.0,20.0,61,12,0.0,286.0,6,38,40,81.0,984.0,12.0,8,765.0,3.0,Jul-24
Mymensingh Range,0.0,1.0,21,5,0.0,139.0,1,7,8,51.0,406.0,0.0,6,219.0,26.0,Jul-24
Chittagong Range,3.0,21.0,53,11,0.0,180.0,5,24,45,85.0,930.0,40.0,14,646.0,27.0,Jul-24
Sylhet Range,1.0,3.0,14,4,0.0,62.0,1,8,9,60.0,337.0,0.0,1,114.0,63.0,Jul-24
Khulna Range,1.0,7.0,27,15,0.0,178.0,1,6,16,84.0,679.0,13.0,4,609.0,13.0,Jul-24
Barishal Range,1.0,1.0,14,16,0.0,192.0,2,1,17,30.0,381.0,0.0,0,196.0,0.0,Jul-24
Rajshahi Range,2.0,14.0,24,9,0.0,207.0,3,8,6,83.0,692.0,26.0,28,937.0,44.0,Jul-24
Rangpur Range,0.0,2.0,30,3,0.0,206.0,4,7,13,72.0,741.0,1.0,0,417.0,11.0,Jul-24
Ralway Range,0.0,1.0,0,0,0.0,2.0,0,0,0,12.0,50.0,1.0,0,14.0,0.0,Jul-24
DMP,4.0,4.0,119,10,4.0,51.0,11,2,15,43.0,217.0,2.0,0,79.0,5.0,Aug-24
CMP,0.0,3.0,20,3,5.0,20.0,2,8,9,18.0,124.0,0.0,1,33.0,0.0,Aug-24
KMP,1.0,1.0,1,0,0.0,12.0,1,1,0,3.0,38.0,0.0,0,10.0,0.0,Aug-24
RMP,0.0,3.0,2,0,0.0,17.0,1,3,2,2.0,47.0,1.0,18,15.0,0.0,Aug-24
BMP,0.0,0.0,5,1,0.0,10.0,0,0,6,3.0,43.0,0.0,0,15.0,0.0,Aug-24
SMP,0.0,1.0,4,8,0.0,4.0,1,4,1,4.0,59.0,1.0,0,11.0,12.0,Aug-24
RPMP,0.0,0.0,8,0,0.0,5.0,3,0,0,6.0,32.0,1.0,0,6.0,0.0,Aug-24
GMP,3.0,1.0,17,0,0.0,23.0,0,3,3,4.0,48.0,0.0,0,14.0,0.0,Aug-24
Dhaka Range,15.0,7.0,148,10,0.0,185.0,1,4,32,51.0,819.0,3.0,4,114.0,0.0,Aug-24
Mymensingh Range,0.0,2.0,26,3,0.0,87.0,1,0,3,30.0,359.0,1.0,0,40.0,11.0,Aug-24
Chittagong Range,4.0,17.0,73,5,6.0,81.0,3,5,25,47.0,710.0,25.0,13,197.0,12.0,Aug-24
Sylhet Range,1.0,6.0,29,5,0.0,28.0,1,2,2,16.0,327.0,0.0,0,22.0,26.0,Aug-24
Khulna Range,4.0,5.0,62,4,0.0,90.0,0,6,5,39.0,567.0,4.0,7,86.0,3.0,Aug-24
Barishal Range,3.0,3.0,19,39,0.0,129.0,0,1,14,25.0,405.0,0.0,4,22.0,0.0,Aug-24
Rajshahi Range,0.0,5.0,72,10,0.0,140.0,1,2,6,44.0,662.0,5.0,33,174.0,15.0,Aug-24
Rangpur Range,2.0,4.0,21,1,0.0,190.0,1,0,9,32.0,695.0,1.0,1,125.0,6.0,Aug-24
Ralway Range,0.0,0.0,0,0,0.0,0.0,0,0,0,14.0,8.0,0.0,0,3.0,0.0,Aug-24
DMP,5.0,14.0,28,8,12.0,110.0,22,3,33,75.0,500.0,11.0,0,176.0,11.0,Sep-24
CMP,2.0,6.0,9,6,0.0,36.0,3,4,11,27.0,214.0,1.0,0,59.0,2.0,Sep-24
KMP,0.0,0.0,1,0,0.0,26.0,2,0,5,9.0,58.0,1.0,0,19.0,0.0,Sep-24
RMP,0.0,1.0,5,1,0.0,18.0,1,1,3,7.0,67.0,0.0,11,12.0,0.0,Sep-24
BMP,0.0,1.0,1,0,1.0,16.0,1,0,10,8.0,46.0,0.0,0,15.0,0.0,Sep-24
SMP,0.0,2.0,1,7,0.0,10.0,1,1,7,5.0,78.0,2.0,14,11.0,13.0,Sep-24
RPMP,0.0,0.0,0,0,0.0,7.0,4,0,0,4.0,52.0,1.0,0,7.0,0.0,Sep-24
GMP,3.0,3.0,11,1,0.0,28.0,0,2,8,9.0,70.0,0.0,0,16.0,0.0,Sep-24
Dhaka Range,17.0,22.0,73,21,0.0,253.0,6,6,45,82.0,1095.0,8.0,24,207.0,0.0,Sep-24
Mymensingh Range,2.0,4.0,16,8,0.0,126.0,1,0,8,33.0,443.0,5.0,1,67.0,29.0,Sep-24
Chittagong Range,5.0,21.0,45,12,4.0,168.0,8,4,32,88.0,1060.0,67.0,8,418.0,20.0,Sep-24
Sylhet Range,6.0,4.0,12,12,0.0,64.0,3,1,9,44.0,435.0,2.0,1,76.0,46.0,Sep-24
Khulna Range,2.0,6.0,19,15,1.0,117.0,8,0,17,65.0,740.0,13.0,17,183.0,15.0,Sep-24
Barishal Range,8.0,2.0,12,20,1.0,145.0,3,0,14,28.0,456.0,9.0,8,46.0,0.0,Sep-24
Rajshahi Range,2.0,12.0,29,7,0.0,219.0,1,2,12,59.0,747.0,23.0,44,287.0,14.0,Sep-24
Rangpur Range,3.0,3.0,20,10,0.0,235.0,1,0,19,47.0,825.0,5.0,0,213.0,1.0,Sep-24
Ralway Range,2.0,3.0,1,0,0.0,0.0,0,0,0,15.0,7.0,2.0,0,15.0,0.0,Sep-24
DMP,6.0,20.0,20,23,2.0,125.0,26,6,47,97.0,490.0,15.0,0,358.0,13.0,Oct-24
CMP,1.0,10.0,6,8,0.0,35.0,5,5,10,24.0,176.0,1.0,0,75.0,0.0,Oct-24
KMP,1.0,5.0,1,0,0.0,24.0,4,0,2,14.0,46.0,3.0,0,63.0,1.0,Oct-24
RMP,0.0,4.0,3,0,0.0,7.0,0,0,5,5.0,56.0,0.0,5,65.0,0.0,Oct-24
BMP,1.0,1.0,0,0,1.0,19.0,0,0,5,1.0,56.0,0.0,1,26.0,0.0,Oct-24
SMP,1.0,0.0,2,5,0.0,8.0,1,0,4,8.0,56.0,0.0,11,24.0,20.0,Oct-24
RPMP,0.0,1.0,1,0,0.0,7.0,3,0,0,8.0,48.0,0.0,0,21.0,0.0,Oct-24
GMP,3.0,3.0,7,2,0.0,21.0,4,0,3,8.0,70.0,1.0,2,53.0,0.0,Oct-24
Dhaka Range,21.0,27.0,62,6,0.0,225.0,17,8,49,93.0,1058.0,11.0,4,444.0,1.0,Oct-24
Mymensingh Range,2.0,5.0,17,8,0.0,112.0,6,1,5,53.0,385.0,1.0,0,123.0,60.0,Oct-24
Chittagong Range,14.0,30.0,52,7,2.0,192.0,7,3,52,101.0,1060.0,43.0,26,606.0,30.0,Oct-24
Sylhet Range,5.0,4.0,18,8,0.0,74.0,2,5,5,49.0,340.0,1.0,2,145.0,74.0,Oct-24
Khulna Range,1.0,14.0,23,7,0.0,157.0,8,3,22,76.0,663.0,21.0,4,312.0,5.0,Oct-24
Barishal Range,4.0,2.0,5,14,0.0,165.0,4,2,15,25.0,444.0,8.0,10,111.0,0.0,Oct-24
Rajshahi Range,5.0,19.0,17,2,0.0,212.0,3,1,7,68.0,634.0,13.0,21,457.0,27.0,Oct-24
Rangpur Range,3.0,7.0,14,3,0.0,177.0,6,0,17,75.0,725.0,2.0,0,367.0,6.0,Oct-24
Ralway Range,0.0,5.0,1,0,0.0,0.0,0,0,0,17.0,11.0,0.0,0,22.0,0.0,Oct-24
DMP,2.0,27.0,13,15,10.0,115.0,17,6,39,125.0,516.0,6.0,0,421.0,12.0,Nov-24
CMP,2.0,10.0,2,7,0.0,25.0,5,12,16,36.0,138.0,8.0,1,112.0,2.0,Nov-24
KMP,1.0,2.0,4,1,0.0,23.0,0,1,5,13.0,36.0,5.0,0,61.0,1.0,Nov-24
RMP,0.0,2.0,0,1,0.0,22.0,2,0,4,8.0,52.0,0.0,3,64.0,0.0,Nov-24
BMP,0.0,0.0,0,0,0.0,14.0,2,0,4,7.0,53.0,1.0,1,36.0,0.0,Nov-24
SMP,1.0,1.0,1,8,0.0,4.0,2,2,6,13.0,62.0,0.0,9,21.0,20.0,Nov-24
RPMP,0.0,1.0,0,0,0.0,7.0,2,0,0,8.0,43.0,0.0,0,17.0,1.0,Nov-24
GMP,0.0,3.0,3,0,0.0,21.0,6,1,2,15.0,66.0,3.0,0,85.0,1.0,Nov-24
Dhaka Range,16.0,23.0,56,8,0.0,217.0,9,4,44,86.0,1098.0,20.0,6,641.0,4.0,Nov-24
Mymensingh Range,1.0,3.0,11,6,0.0,115.0,5,1,6,37.0,387.0,7.0,2,163.0,39.0,Nov-24
Chittagong Range,9.0,27.0,32,15,0.0,174.0,5,9,37,90.0,1074.0,40.0,10,718.0,31.0,Nov-24
Sylhet Range,2.0,6.0,16,4,0.0,75.0,0,4,7,42.0,422.0,3.0,0,123.0,46.0,Nov-24
Khulna Range,3.0,10.0,22,8,0.0,134.0,3,5,17,77.0,634.0,31.0,2,416.0,16.0,Nov-24
Barishal Range,4.0,6.0,8,14,1.0,152.0,2,2,29,31.0,424.0,11.0,2,135.0,0.0,Nov-24
Rajshahi Range,5.0,4.0,27,1,0.0,179.0,2,1,7,68.0,721.0,21.0,18,521.0,12.0,Nov-24
Rangpur Range,1.0,4.0,16,3,0.0,175.0,5,1,8,54.0,694.0,3.0,2,405.0,5.0,Nov-24
Ralway Range,0.0,4.0,0,0,0.0,0.0,0,0,0,6.0,12.0,0.0,0,39.0,4.0,Nov-24
DMP,9.0,39.0,24,19,9.0,131.0,17,8,60,131.0,584.0,9.0,9,529.0,7.0,Dec-24
CMP,2.0,6.0,4,8,0.0,25.0,3,1,11,26.0,124.0,3.0,0,121.0,4.0,Dec-24
KMP,0.0,3.0,2,0,0.0,10.0,2,1,4,8.0,38.0,4.0,0,70.0,1.0,Dec-24
RMP,0.0,3.0,1,0,0.0,12.0,2,1,4,6.0,55.0,1.0,2,90.0,0.0,Dec-24
BMP,1.0,1.0,1,0,0.0,11.0,2,0,3,8.0,58.0,0.0,0,33.0,0.0,Dec-24
SMP,1.0,3.0,2,7,0.0,11.0,2,2,2,7.0,63.0,0.0,2,32.0,15.0,Dec-24
RPMP,1.0,2.0,0,0,0.0,3.0,2,0,0,10.0,36.0,0.0,0,24.0,0.0,Dec-24
GMP,1.0,2.0,3,0,0.0,20.0,1,1,2,8.0,81.0,1.0,0,74.0,1.0,Dec-24
Dhaka Range,23.0,22.0,45,9,0.0,187.0,8,9,42,93.0,967.0,17.0,6,636.0,4.0,Dec-24
Mymensingh Range,1.0,6.0,16,13,0.0,81.0,4,0,9,33.0,418.0,5.0,1,192.0,54.0,Dec-24
Chittagong Range,16.0,26.0,32,10,0.0,159.0,13,9,39,102.0,1030.0,25.0,2,685.0,22.0,Dec-24
Sylhet Range,4.0,5.0,16-,4,0.0,56.0,3,2,7,38.0,400.0,2.0,0,98.0,39.0,Dec-24
Khulna Range,4.0,14.0,19,4,0.0,125.0,2,5,13,78.0,599.0,16.0,2,430.0,14.0,Dec-24
Barishal Range,3.0,5.0,4,13,0.0,96.0,2,1,21,36.0,431.0,5.0,1,124.0,0.0,Dec-24
Rajshahi Range,4.0,11.0,23,3,0.0,132.0,4,3,5,74.0,693.0,13.0,12,520.0,11.0,Dec-24
Rangpur Range,1.0,7.0,12,0,0.0,146.0,7,1,15,59.0,750.0,4.0,1,453.0,9.0,Dec-24
Ralway Range,0.0,4.0,0,0,0.0,0.0,0,0,0,12.0,12.0,0.0,0,26.0,0.0,Dec-24
DMP,8.0,54.0,36,24,9.0,7.0,127,31,10,60.0,146.0,679.0,12,5.0,583.0,Jan-25
CMP,2.0,7.0,3,7,0.0,0.0,26,5,4,12.0,28.0,120.0,3,0.0,152.0,Jan-25
KMP,2.0,1.0,2,3,0.0,0.0,19,2,0,0.0,14.0,47.0,4,0.0,83.0,Jan-25
RMP,1.0,0.0,2,0,0.0,0.0,12,1,1,4.0,5.0,51.0,1,1.0,87.0,Jan-25
BMP,0.0,0.0,3,0,0.0,1.0,14,0,1,10.0,8.0,49.0,0,1.0,45.0,Jan-25
SMP,0.0,1.0,0,5,0.0,0.0,7,0,0,7.0,20.0,60.0,0,3.0,25.0,Jan-25
RPMP,0.0,2.0,1,0,0.0,0.0,4,5,0,0.0,7.0,32.0,1,2.0,20.0,Jan-25
GMP,2.0,9.0,5,2,0.0,0.0,25,2,1,7.0,10.0,116.0,6,0.0,72.0,Jan-25
Dhaka Range,24.0,31.0,76,4,0.0,0.0,229,16,5,44.0,106.0,1092.0,15,8.0,725.0,Jan-25
Mymensingh Range,4.0,2.0,13,11,0.0,0.0,85,5,2,7.0,46.0,427.0,3,0.0,234.0,Jan-25
Chittagong Range,8.0,27.0,51,11,0.0,0.0,191,16,5,50.0,92.0,970.0,45,4.0,703.0,Jan-25
Sylhet Range,5.0,6.0,21,2,0.0,0.0,56,3,3,5.0,39.0,392.0,1,0.0,151.0,Jan-25
Khulna Range,4.0,10.0,28,5,0.0,0.0,153,3,0,17.0,79.0,637.0,15,1.0,390.0,Jan-25
Barishal Range,4.0,2.0,12,12,0.0,0.0,98,3,3,15.0,40.0,515.0,3,2.0,138.0,Jan-25
Rajshahi Range,4.0,12.0,22,5,0.0,0.0,200,9,1,10.0,73.0,670.0,16,8.0,532.0,Jan-25
Rangpur Range,3.0,6.0,19,0,0.0,0.0,194,4,2,14.0,67.0,730.0,4,0.0,423.0,Jan-25
Ralway Range,0.0,1.0,0,0,0.0,0.0,0,0,0,0.0,17.0,16.0,0,0.0,23.0,Jan-25
DMP,6.0,46.0,38,18,9.0,142.0,18,7,36,117.0,638.0,8.0,1,474.0,8.0,Feb-25
CMP,1.0,10.0,3,5,0.0,23.0,5,4,11,22.0,114.0,4.0,0,101.0,1.0,Feb-25
KMP,0.0,1.0,1,0,0.0,7.0,3,0,2,14.0,45.0,1.0,0,74.0,0.0,Feb-25
RMP,1.0,5.0,4,0,1.0,6.0,2,0,2,7.0,53.0,2.0,2,91.0,0.0,Feb-25
BMP,1.0,0.0,2,0,0.0,17.0,0,0,4,5.0,47.0,0.0,0,24.0,0.0,Feb-25
SMP,0.0,3.0,3,1,0.0,5.0,0,0,2,6.0,58.0,1.0,4,37.0,25.0,Feb-25
RPMP,0.0,2.0,0,0,0.0,10.0,0,0,0,8.0,26.0,1.0,0,17.0,0.0,Feb-25
GMP,1.0,1.0,8,0,0.0,20.0,6,0,2,12.0,93.0,2.0,5,59.0,0.0,Feb-25
Dhaka Range,25.0,25.0,66,8,0.0,229.0,10,7,37,111.0,1051.0,13.0,0,563.0,1.0,Feb-25
Mymensingh Range,1.0,4.0,19,10,0.0,94.0,3,1,6,35.0,372.0,2.0,0,207.0,38.0,Feb-25
Chittagong Range,13.0,14.0,50,11,0.0,171.0,10,5,43,75.0,896.0,32.0,4,601.0,25.0,Feb-25
Sylhet Range,2.0,6.0,13,3,0.0,79.0,1,5,4,50.0,385.0,1.0,0,103.0,23.0,Feb-25
Khulna Range,2.0,11.0,22,2,0.0,140.0,2,1,18,60.0,591.0,12.0,7,315.0,8.0,Feb-25
Barishal Range,6.0,4.0,16,18,0.0,120.0,5,2,14,25.0,435.0,0.0,0,125.0,0.0,Feb-25
Rajshahi Range,11.0,11.0,30,5,0.0,196.0,5,4,8,47.0,602.0,15.0,12,418.0,6.0,Feb-25
Rangpur Range,4.0,6.0,23,2,0.0,171.0,8,1,4,69.0,644.0,7.0,2,408.0,8.0,Feb-25
Ralway Range,0.0,4.0,2,0,0.0,0.0,0,0,0,10.0,8.0,0.0,0,15.0,0.0,Feb-25
DMP,3.0,38.0,33,12,15.0,162.0,19,23,43,137.0,699.0,20.0,2,538.0,10.0,Mar-25
CMP,1.0,4.0,7,8,0.0,46.0,8,4,8,17.0,185.0,6.0,1,140.0,2.0,Mar-25
KMP,0.0,5.0,1,3,0.0,14.0,1,3,5,20.0,53.0,4.0,0,61.0,0.0,Mar-25
RMP,0.0,1.0,3,1,1.0,19.0,3,2,3,4.0,45.0,1.0,4,48.0,0.0,Mar-25
BMP,0.0,0.0,4,1,0.0,24.0,0,3,3,3.0,43.0,1.0,0,28.0,0.0,Mar-25
SMP,0.0,3.0,0,7,0.0,14.0,2,3,1,6.0,73.0,1.0,1,29.0,25.0,Mar-25
RPMP,0.0,1.0,0,1,0.0,10.0,1,0,0,6.0,27.0,2.0,0,21.0,0.0,Mar-25
GMP,1.0,5.0,5,2,0.0,41.0,0,1,4,13.0,94.0,2.0,1,74.0,1.0,Mar-25
Dhaka Range,21.0,42.0,66,4,0.0,375.0,10,22,43,144.0,1325.0,17.0,1,620.0,1.0,Mar-25
Mymensingh Range,2.0,7.0,22,5,0.0,132.0,2,2,9,39.0,498.0,0.0,1,223.0,67.0,Mar-25
Chittagong Range,13.0,25.0,65,16,0.0,249.0,20,11,39,128.0,1185.0,49.0,4,724.0,28.0,Mar-25
Sylhet Range,3.0,5.0,13,1,0.0,97.0,0,13,5,50.0,541.0,3.0,0,142.0,28.0,Mar-25
Khulna Range,2.0,11.0,36,12,0.0,218.0,2,2,16,81.0,772.0,15.0,2,366.0,16.0,Mar-25
Barishal Range,5.0,1.0,14,12,0.0,164.0,2,2,13,44.0,564.0,3.0,0,150.0,0.0,Mar-25
Rajshahi Range,7.0,10.0,21,4,0.0,271.0,5,4,8,79.0,930.0,6.0,11,485.0,12.0,Mar-25
Rangpur Range,2.0,10.0,26,0,0.0,218.0,7,1,6,80.0,795.0,1.0,1,395.0,4.0,Mar-25
Ralway Range,0.0,3.0,0,1,0.0,0.0,1,0,0,15.0,20.0,0.0,0,31.0,4.0,Mar-25
DMP,7.0,37.0,29,12,1.0,191.0,19,7,48,118.0,540.0,5.0,6,503.0,24.0,Apr-25
CMP,0.0,3.0,11,8,0.0,51.0,3,3,16,27.0,148.0,5.0,0,120.0,5.0,Apr-25
KMP,0.0,0.0,2,2,0.0,15.0,1,1,7,16.0,52.0,5.0,0,54.0,0.0,Apr-25
RMP,0.0,2.0,2,1,0.0,21.0,0,1,4,13.0,58.0,0.0,0,72.0,0.0,Apr-25
BMP,0.0,1.0,3,1,0.0,27.0,0,1,2,4.0,62.0,1.0,0,37.0,0.0,Apr-25
SMP,0.0,0.0,3,0,0.0,11.0,0,1,6,8.0,56.0,0.0,3,35.0,14.0,Apr-25
RPMP,0.0,0.0,0,0,0.0,16.0,0,0,0,6.0,33.0,0.0,0,14.0,0.0,Apr-25
GMP,4.0,9.0,8,0,0.0,33.0,2,1,4,9.0,99.0,2.0,1,64.0,1.0,Apr-25
Dhaka Range,11.0,28.0,74,6,0.0,345.0,19,12,52,96.0,1388.0,18.0,7,674.0,0.0,Apr-25
Mymensingh Range,0.0,7.0,21,6,0.0,120.0,2,1,4,37.0,512.0,4.0,0,293.0,42.0,Apr-25
Chittagong Range,8.0,19.0,66,15,2.0,278.0,15,7,39,98.0,1298.0,48.0,2,704.0,27.0,Apr-25
Sylhet Range,3.0,6.0,20,0,0.0,97.0,1,3,3,38.0,420.0,5.0,1,165.0,18.0,Apr-25
Khulna Range,0.0,16.0,32,14,0.0,207.0,6,2,11,64.0,851.0,22.0,5,438.0,8.0,Apr-25
Barishal Range,6.0,2.0,15,11,0.0,197.0,3,2,14,28.0,579.0,3.0,0,154.0,0.0,Apr-25
Rajshahi Range,7.0,11.0,35,11,0.0,265.0,10,9,5,84.0,919.0,20.0,10,606.0,3.0,Apr-25
Rangpur Range,0.0,4.0,13,1,0.0,213.0,7,1,4,60.0,837.0,1.0,0,432.0,10.0,Apr-25
Ralway Range,0.0,4.0,2,0,0.0,2.0,0,0,0,9.0,10.0,1.0,0,27.0,2.0,Apr-25
DMP,5.0,40.0,32,12,6.0,183.0,25,9,50,128.0,630.0,44.0,2,546.0,21.0,May-25
CMP,0.0,8.0,6,14,0.0,47.0,0,4,8,30.0,150.0,5.0,0,130.0,6.0,May-25
KMP,1.0,5.0,5,2,0.0,15.0,0,1,5,5.0,43.0,1.0,0,92.0,0.0,May-25
RMP,1.0,5.0,0,0,0.0,12.0,2,0,3,13.0,72.0,1.0,2,90.0,2.0,May-25
BMP,1.0,0.0,4,1,1.0,27.0,1,1,5,11.0,51.0,0.0,0,37.0,0.0,May-25
SMP,0.0,1.0,1,2,0.0,12.0,0,1,3,14.0,51.0,3.0,3,34.0,9.0,May-25
RPMP,1.0,1.0,0,0,0.0,12.0,0,0,0,7.0,44.0,0.0,0,20.0,0.0,May-25
GMP,2.0,9.0,7,0,0.0,33.0,5,0,2,14.0,121.0,5.0,2,70.0,0.0,May-25
Dhaka Range,24.0,39.0,94,9,0.0,375.0,15,16,45,121.0,1197.0,48.0,6,753.0,2.0,May-25
Mymensingh Range,2.0,3.0,17,3,0.0,123.0,1,2,5,47.0,428.0,1.0,0,257.0,45.0,May-25
Chittagong Range,12.0,20.0,55,8,1.0,242.0,9,11,53,85.0,1218.0,51.0,2,766.0,41.0,May-25
Sylhet Range,1.0,5.0,21,5,0.0,99.0,3,2,7,56.0,430.0,2.0,0,152.0,22.0,May-25
Khulna Range,6.0,8.0,36,8,0.0,192.0,0,8,13,78.0,709.0,22.0,5,402.0,9.0,May-25
Barishal Range,6.0,5.0,12,12,0.0,181.0,5,3,16,27.0,550.0,4.0,0,159.0,0.0,May-25
Rajshahi Range,3.0,11.0,29,4,0.0,298.0,10,2,7,70.0,805.0,9.0,11,519.0,12.0,May-25
Rangpur Range,2.0,4.0,20,0,0.0,236.0,6,2,7,46.0,780.0,2.0,0,377.0,11.0,May-25
Ralway Range,0.0,13.0,1,0,0.0,0.0,0,0,0,13.0,12.0,0.0,0,39.0,2.0,May-25
